"","Date","Team","Opponent","Time"
"392","8/27","Tattnall Square Academy Trojans","vsNNon Varsity Opponent","6:00pm"
"393","8/29","Tattnall Square Academy Trojans","@Strong Rock Christian","6:00pm"
"394","9/3","Tattnall Square Academy Trojans","vsMount de Sales Academy*","6:30pm"
"395","9/5","Tattnall Square Academy Trojans","vsFirst Presbyterian Day*","6:30pm"
"396","9/10","Tattnall Square Academy Trojans","@Piedmont Academy*","6:00pm"
"397","9/12","Tattnall Square Academy Trojans","@Stratford Academy*","7:00pm"
"398","9/17","Tattnall Square Academy Trojans","vsJohn Milledge Academy*","6:30pm"
"399","9/24","Tattnall Square Academy Trojans","@First Presbyterian Day*","6:00pm"
"400","9/26","Tattnall Square Academy Trojans","vsPiedmont Academy*","6:00pm"
"401","10/1","Tattnall Square Academy Trojans","vsStratford Academy*","6:00pm"
"402","10/3","Tattnall Square Academy Trojans","@John Milledge Academy*","4:30pm"
"403","10/8","Tattnall Square Academy Trojans","vsTrinity Christian","6:00pm"
"404","8/1","Citizens Christian Academy Patriots","@Echols County","5:30pm"
"405","8/2","Citizens Christian Academy Patriots","vsSouthland Academy","Time TBA"
"406","8/2","Citizens Christian Academy Patriots","vsStratford Academy","4:00pm"
"407","8/3","Citizens Christian Academy Patriots","vsBaconton Charter","Time TBA"
"408","8/3","Citizens Christian Academy Patriots","@Southwest Georgia Academy","4:00pm"
"409","8/6","Citizens Christian Academy Patriots","vsEchols County","4:30pm"
"410","8/12","Citizens Christian Academy Patriots","@Fullington Academy","4:00pm"
"411","8/13","Citizens Christian Academy Patriots","vsVidalia Heritage Academy*","4:00pm"
"412","8/20","Citizens Christian Academy Patriots","@Crisp Academy","4:00pm"
"413","8/22","Citizens Christian Academy Patriots","vsValwood","4:30pm"
"414","8/26","Citizens Christian Academy Patriots","@Vidalia Heritage Academy*","4:00pm"
"415","8/27","Citizens Christian Academy Patriots","vsTTwiggs Academy*","4:00pm"
"416","8/28","Citizens Christian Academy Patriots","@Pinewood Christian","6:30pm"
"417","8/29","Citizens Christian Academy Patriots","vsTrinity Christian*","4:00pm"
"418","9/3","Citizens Christian Academy Patriots","vsCharlton County","4:30pm"
"419","9/5","Citizens Christian Academy Patriots","@David Emanuel Academy*","4:00pm"
"420","9/10","Citizens Christian Academy Patriots","@Trinity Christian*","4:30pm"
"421","9/12","Citizens Christian Academy Patriots","vsRTCA*","4:00pm"
"422","9/16","Citizens Christian Academy Patriots","vsCrisp Academy","4:00pm"
"423","9/18","Citizens Christian Academy Patriots","vsPinewood Christian","4:00pm"
"424","9/19","Citizens Christian Academy Patriots","@TTwiggs Academy*","4:00pm"
"425","9/24","Citizens Christian Academy Patriots","@Valwood","4:30pm"
"426","9/25","Citizens Christian Academy Patriots","@Charlton County","4:30pm"
"427","9/30","Citizens Christian Academy Patriots","vsFullington Academy","4:30pm"
"428","10/1","Citizens Christian Academy Patriots","@RTCA*","5:30pm"
"429","10/3","Citizens Christian Academy Patriots","vsDavid Emanuel Academy*","4:30pm"
"430","10/7","Citizens Christian Academy Patriots","@FPCA*","4:30pm"
"431","10/8","Citizens Christian Academy Patriots","vsFPCA*","4:30pm"
"432","8/3","Loganville Christian Academy Lions","@Westfield School","11:00am"
"433","8/8","Loganville Christian Academy Lions","vsLake Oconee Academy","5:00pm"
"434","8/10","Loganville Christian Academy Lions","@Grayson","9:00am"
"435","8/10","Loganville Christian Academy Lions","vsPCA","11:00am"
"436","8/12","Loganville Christian Academy Lions","@Lake Oconee Academy","5:00am"
"437","8/13","Loganville Christian Academy Lions","vsStratford Academy","6:00pm"
"438","8/14","Loganville Christian Academy Lions","@Piedmont Academy","5:30pm"
"439","8/17","Loganville Christian Academy Lions","vsSouth Forsyth","12:00pm"
"440","8/17","Loganville Christian Academy Lions","@Archer","4:00pm"
"441","8/19","Loganville Christian Academy Lions","@Strong Rock Christian","5:30pm"
"442","8/20","Loganville Christian Academy Lions","vsGeorge Walton Academy*","5:00pm"
"443","8/22","Loganville Christian Academy Lions","@George Walton Academy*","4:45pm"
"444","8/24","Loganville Christian Academy Lions","@Tattnall Square Academy","12:00pm"
"445","8/24","Loganville Christian Academy Lions","@Calvary Christian","2:00pm"
"446","8/26","Loganville Christian Academy Lions","vsPiedmont Academy*","5:30pm"
"447","9/3","Loganville Christian Academy Lions","vsBCA*","6:00pm"
"448","9/5","Loganville Christian Academy Lions","@BCA*","6:00pm"
"449","9/10","Loganville Christian Academy Lions","vsWestfield School","6:00pm"
"450","9/13","Loganville Christian Academy Lions","@Tallulah Falls*","4:30pm"
"451","9/16","Loganville Christian Academy Lions","@The King's Academy*","5:00pm"
"452","9/17","Loganville Christian Academy Lions","@Athens Christian*","4:00pm"
"453","9/19","Loganville Christian Academy Lions","vsAthens Christian*","5:00pm"
"454","9/24","Loganville Christian Academy Lions","vsGeorge Walton Academy*","5:00pm"
"455","9/26","Loganville Christian Academy Lions","vsTallulah Falls*","4:30pm"
"456","9/26","Loganville Christian Academy Lions","vsTallulah Falls*","6:30pm"
"457","10/1","Loganville Christian Academy Lions","vsBCA*","6:00pm"
"458","10/3","Loganville Christian Academy Lions","vsThe King's Academy*","5:00pm"
"459","10/7","Loganville Christian Academy Lions","@Stratford Academy","6:00pm"
"460","10/8","Loganville Christian Academy Lions","@Athens Christian*","5:00pm"
"461","10/9","Loganville Christian Academy Lions","@Dacula","6:00pm"
"462","8/7","Bethlehem Christian Academy Knights","vsPCA","6:00pm"
"463","8/8","Bethlehem Christian Academy Knights","vsPeachtree Ridge","6:00pm"
"464","8/12","Bethlehem Christian Academy Knights","vsMonroe Area","6:00pm"
"465","8/13","Bethlehem Christian Academy Knights","@Gatewood","4:30pm"
"466","8/19","Bethlehem Christian Academy Knights","@Monroe Area","5:00pm"
"467","8/23","Bethlehem Christian Academy Knights","vsNorth Oconee***","8:00pm"
"468","8/24","Bethlehem Christian Academy Knights","vsJackson County***","11:00am"
"469","8/27","Bethlehem Christian Academy Knights","vsAthens Christian*","6:00pm"
"470","8/28","Bethlehem Christian Academy Knights","vsTallulah Falls*","5:30pm"
"471","8/29","Bethlehem Christian Academy Knights","@Athens Christian*","5:00pm"
"472","9/3","Bethlehem Christian Academy Knights","@LCA*","6:00pm"
"473","9/4","Bethlehem Christian Academy Knights","@Hebron Christian","6:30pm"
"474","9/5","Bethlehem Christian Academy Knights","vsLCA*","6:00pm"
"475","9/9","Bethlehem Christian Academy Knights","@PCA","5:00pm"
"476","9/10","Bethlehem Christian Academy Knights","@Tallulah Falls*","4:30pm"
"477","9/13","Bethlehem Christian Academy Knights","vsOpponent TBA",""
"478","9/14","Bethlehem Christian Academy Knights","vsOpponent TBA",""
"479","9/17","Bethlehem Christian Academy Knights","@George Walton Academy*","4:45pm"
"480","9/19","Bethlehem Christian Academy Knights","vsGeorge Walton Academy*","6:00pm"
"481","9/23","Bethlehem Christian Academy Knights","@George Walton Academy*","4:45pm"
"482","9/26","Bethlehem Christian Academy Knights","vsAthens Christian*","6:00pm"
"483","9/30","Bethlehem Christian Academy Knights","vsGatewood","5:30pm"
"484","10/1","Bethlehem Christian Academy Knights","@LCA*","6:00pm"
"485","10/3","Bethlehem Christian Academy Knights","@Tallulah Falls*","4:30pm"
"486","8/1","Thomas Jefferson Academy Jaguars","vsWashington County","4:30pm"
"487","8/5","Thomas Jefferson Academy Jaguars","@Pinewood Christian","5:30pm"
"488","8/8","Thomas Jefferson Academy Jaguars","vsTrinity Christian","4:30pm"
"489","8/13","Thomas Jefferson Academy Jaguars","vsDavid Emanuel Academy","4:00pm"
"490","8/14","Thomas Jefferson Academy Jaguars","@RTCA","6:00pm"
"491","8/20","Thomas Jefferson Academy Jaguars","@Brentwood*","4:30pm"
"492","8/22","Thomas Jefferson Academy Jaguars","vsBriarwood Academy*","4:00pm"
"493","8/27","Thomas Jefferson Academy Jaguars","vsBrentwood*","4:00pm"
"494","8/29","Thomas Jefferson Academy Jaguars","@David Emanuel Academy","4:30pm"
"495","9/3","Thomas Jefferson Academy Jaguars","vsJenkins County","5:00pm"
"496","9/6","Thomas Jefferson Academy Jaguars","vsPinewood Christian","4:30pm"
"497","9/10","Thomas Jefferson Academy Jaguars","@Briarwood Academy*","4:00pm"
"498","9/12","Thomas Jefferson Academy Jaguars","@Edmund Burke Academy*","3:30pm"
"499","9/17","Thomas Jefferson Academy Jaguars","vsEdmund Burke Academy*","4:00pm"
"500","9/19","Thomas Jefferson Academy Jaguars","vsGatewood*","4:30pm"
"501","9/26","Thomas Jefferson Academy Jaguars","@Gatewood*","4:30pm"
"502","9/30","Thomas Jefferson Academy Jaguars","@Jenkins County","5:30pm"
"503","10/1","Thomas Jefferson Academy Jaguars","vsLake Oconee Academy","5:00pm"
"504","10/7","Thomas Jefferson Academy Jaguars","@Trinity Christian","4:00pm"
"505","10/9","Thomas Jefferson Academy Jaguars","@Lake Oconee Academy","5:00pm"
"506","8/6","George Walton Academy Bulldogs","@Tattnall Square Academy","5:00pm"
"507","8/8","George Walton Academy Bulldogs","@Piedmont Academy","6:00pm"
"508","8/10","George Walton Academy Bulldogs","vsJohn Milledge Academy","9:00am"
"509","8/10","George Walton Academy Bulldogs","vsTattnall Square Academy","1:00pm"
"510","8/19","George Walton Academy Bulldogs","@Alcovy","5:30pm"
"511","8/20","George Walton Academy Bulldogs","@LCA*","5:00pm"
"512","8/22","George Walton Academy Bulldogs","vsLCA*","4:45pm"
"513","8/26","George Walton Academy Bulldogs","vsThe King's Academy*","4:00pm"
"514","8/27","George Walton Academy Bulldogs","@Strong Rock Christian","6:00pm"
"515","8/29","George Walton Academy Bulldogs","@John Milledge Academy","4:30pm"
"516","9/3","George Walton Academy Bulldogs","vsTallulah Falls*","4:45pm"
"517","9/5","George Walton Academy Bulldogs","@Tallulah Falls*","4:30pm"
"518","9/9","George Walton Academy Bulldogs","vsRiverwood","4:45pm"
"519","9/10","George Walton Academy Bulldogs","@Athens Christian*","4:30pm"
"520","9/12","George Walton Academy Bulldogs","vsAthens Christian*","4:45pm"
"521","9/17","George Walton Academy Bulldogs","vsBCA*","4:45pm"
"522","9/19","George Walton Academy Bulldogs","@BCA*","6:00pm"
"523","9/21","George Walton Academy Bulldogs","@Stratford Academy","12:00pm"
"524","9/21","George Walton Academy Bulldogs","vsSouthwest Georgia Academy","2:00pm"
"525","9/23","George Walton Academy Bulldogs","vsBCA*","4:45pm"
"526","9/24","George Walton Academy Bulldogs","@LCA*","5:00pm"
"527","9/30","George Walton Academy Bulldogs","vsAlcovy","4:30pm"
"528","10/1","George Walton Academy Bulldogs","@Tallulah Falls*","4:45pm"
"529","10/3","George Walton Academy Bulldogs","@Athens Christian*","4:30pm"
"530","10/8","George Walton Academy Bulldogs","vsStratford Academy","4:30pm"
"531","10/10","George Walton Academy Bulldogs","vsPiedmont Academy","4:30pm"
"532","8/5","David Emanuel Academy Eagles","@Edmund Burke Academy","4:00pm"
"533","8/8","David Emanuel Academy Eagles","vsEdmund Burke Academy","6:00pm"
"534","8/13","David Emanuel Academy Eagles","@TThomas Jefferson Academy","4:00pm"
"535","8/15","David Emanuel Academy Eagles","vsFullington Academy","4:00pm"
"536","8/20","David Emanuel Academy Eagles","vsPinewood Christian","6:00pm"
"537","8/22","David Emanuel Academy Eagles","@Vidalia Heritage Academy*","6:00pm"
"538","8/26","David Emanuel Academy Eagles","@TTwiggs Academy*","6:00pm"
"539","8/27","David Emanuel Academy Eagles","@Fullington Academy","4:00pm"
"540","8/29","David Emanuel Academy Eagles","vsTThomas Jefferson Academy","4:30pm"
"541","9/3","David Emanuel Academy Eagles","@BBulloch Academy","6:00pm"
"542","9/5","David Emanuel Academy Eagles","vsCCA*","4:00pm"
"543","9/10","David Emanuel Academy Eagles","@Pinewood Christian","6:00pm"
"544","9/12","David Emanuel Academy Eagles","vsVidalia Heritage Academy*","6:00pm"
"545","9/17","David Emanuel Academy Eagles","vsTrinity Christian*","5:00pm"
"546","9/19","David Emanuel Academy Eagles","vsBBulloch Academy","6:00pm"
"547","9/23","David Emanuel Academy Eagles","vsTTwiggs Academy*","6:00pm"
"548","9/24","David Emanuel Academy Eagles","@FPCA*","4:30pm"
"549","9/26","David Emanuel Academy Eagles","@RTCA*","6:00pm"
"550","10/1","David Emanuel Academy Eagles","@Trinity Christian*","4:30pm"
"551","10/3","David Emanuel Academy Eagles","@CCA*","4:30pm"
"552","10/7","David Emanuel Academy Eagles","vsRTCA*","4:00pm"
"553","10/10","David Emanuel Academy Eagles","vsFPCA*","4:00pm"
"554","7/30","Southwest Georgia Academy Warriors","@Calvary Christian",NA
"555","8/2","Southwest Georgia Academy Warriors","vsBaconton Charter","11:00am"
"556","8/2","Southwest Georgia Academy Warriors","vsStratford Academy","1:30pm"
"557","8/3","Southwest Georgia Academy Warriors","vsCCA","4:00pm"
"558","8/6","Southwest Georgia Academy Warriors","vsIrwin County","5:00pm"
"559","8/8","Southwest Georgia Academy Warriors","vsCalvary Christian","5:00pm"
"560","8/10","Southwest Georgia Academy Warriors","vsJohn Milledge Academy","12:00pm"
"561","8/10","Southwest Georgia Academy Warriors","@Brentwood","2:00pm"
"562","8/13","Southwest Georgia Academy Warriors","@Terrell Academy","4:00pm"
"563","8/15","Southwest Georgia Academy Warriors","@Deerfield-Windsor","4:00pm"
"564","8/22","Southwest Georgia Academy Warriors","@Tiftarea Academy","5:00pm"
"565","8/27","Southwest Georgia Academy Warriors","vsTerrell Academy","6:00pm"
"566","8/29","Southwest Georgia Academy Warriors","vsDeerfield-Windsor","6:00pm"
"567","9/3","Southwest Georgia Academy Warriors","@Crisp Academy*","6:00pm"
"568","9/5","Southwest Georgia Academy Warriors","@Southland Academy*","4:00pm"
"569","9/10","Southwest Georgia Academy Warriors","vsTiftarea Academy","5:00pm"
"570","9/12","Southwest Georgia Academy Warriors","@Westwood*","4:00pm"
"571","9/17","Southwest Georgia Academy Warriors","vsFullington Academy*","4:00pm"
"572","9/19","Southwest Georgia Academy Warriors","vsCrisp Academy*","6:00pm"
"573","9/21","Southwest Georgia Academy Warriors","@Stratford Academy","12:00pm"
"574","9/21","Southwest Georgia Academy Warriors","vsGeorge Walton Academy","2:00pm"
"575","9/24","Southwest Georgia Academy Warriors","vsSouthland Academy*","4:00pm"
"576","10/1","Southwest Georgia Academy Warriors","vsWestwood","6:00pm"
"577","10/3","Southwest Georgia Academy Warriors","@Fullington Academy*","4:00pm"
"578","10/9","Southwest Georgia Academy Warriors","@Schley County","4:00pm"
"579","10/9","Southwest Georgia Academy Warriors","@Schley County","6:00pm"
"580","8/1","Mcintosh County Academy Buccaneers","vsBrunswick","5:30pm"
"581","8/5","Mcintosh County Academy Buccaneers","vsLiberty County","6:00pm"
"582","8/6","Mcintosh County Academy Buccaneers","@Jenkins","5:00pm"
"583","8/8","Mcintosh County Academy Buccaneers","@Bradwell Institute","5:30pm"
"584","8/12","Mcintosh County Academy Buccaneers","vsJenkins","5:00pm"
"585","8/12","Mcintosh County Academy Buccaneers","vsJenkins County*","6:00pm"
"586","8/13","Mcintosh County Academy Buccaneers","vsPortal*","6:00pm"
"587","8/20","Mcintosh County Academy Buccaneers","@Emanuel County Institute*","4:00pm"
"588","8/20","Mcintosh County Academy Buccaneers","@Emanuel County Institute*","6:00pm"
"589","8/26","Mcintosh County Academy Buccaneers","vsCharlton County","6:00pm"
"590","8/27","Mcintosh County Academy Buccaneers","vsBryan County*","5:30pm"
"591","8/29","Mcintosh County Academy Buccaneers","vsClaxton*","5:30pm"
"592","9/5","Mcintosh County Academy Buccaneers","@Screven County*","5:30pm"
"593","9/9","Mcintosh County Academy Buccaneers","vsMetter*","5:30pm"
"594","9/10","Mcintosh County Academy Buccaneers","@Portal*","6:00pm"
"595","9/12","Mcintosh County Academy Buccaneers","@Jenkins County*","5:30pm"
"596","9/16","Mcintosh County Academy Buccaneers","@Camden County","4:30pm"
"597","9/17","Mcintosh County Academy Buccaneers","vsBradwell Institute","6:00pm"
"598","9/19","Mcintosh County Academy Buccaneers","vsMetter*","5:30pm"
"599","9/23","Mcintosh County Academy Buccaneers","@Charlton County","5:00pm"
"600","9/24","Mcintosh County Academy Buccaneers","vsBryan County*","5:30pm"
"601","9/26","Mcintosh County Academy Buccaneers","@Claxton*","5:30pm"
"602","9/30","Mcintosh County Academy Buccaneers","@Brunswick","6:00pm"
"603","10/1","Mcintosh County Academy Buccaneers","vsScreven County*","5:30pm"
"604","10/2","Mcintosh County Academy Buccaneers","vsMontgomery County","4:00pm"
"605","10/2","Mcintosh County Academy Buccaneers","vsMontgomery County","6:00pm"
"606","10/7","Mcintosh County Academy Buccaneers","@Islands","5:30pm"
"607","8/1","Hebron Christian Lions","vsELCA","6:30pm"
"608","8/3","Hebron Christian Lions","@Seckinger","10:00am"
"609","8/3","Hebron Christian Lions","vsFlowery Branch","12:00pm"
"610","8/6","Hebron Christian Lions","@Madison County","6:30pm"
"611","8/10","Hebron Christian Lions","vsNorthgate","11:00am"
"612","8/10","Hebron Christian Lions","vsRockmart","3:00pm"
"613","8/13","Hebron Christian Lions","@Collins Hill","6:00pm"
"614","8/15","Hebron Christian Lions","@Elbert County","5:30pm"
"615","8/17","Hebron Christian Lions","@Parkview","10:00am"
"616","8/17","Hebron Christian Lions","@Marist","12:00pm"
"617","8/22","Hebron Christian Lions","vsElbert County","6:00pm"
"618","8/23","Hebron Christian Lions","vsSouth Paulding","4:00pm"
"619","8/23","Hebron Christian Lions","vsApalachee","6:00pm"
"620","8/27","Hebron Christian Lions","vsStephens County*","5:30pm"
"621","8/29","Hebron Christian Lions","vsEast Jackson*","5:30pm"
"622","9/4","Hebron Christian Lions","vsBCA","6:30pm"
"623","9/10","Hebron Christian Lions","@Franklin County*","5:30pm"
"624","9/12","Hebron Christian Lions","@Hart County*","5:30pm"
"625","9/13","Hebron Christian Lions","vsOpponent TBA",""
"626","9/14","Hebron Christian Lions","vsOpponent TBA",""
"627","9/17","Hebron Christian Lions","@Prince Avenue Christian*","4:45pm"
"628","9/19","Hebron Christian Lions","vsHart County*","6:30pm"
"629","9/24","Hebron Christian Lions","@Stephens County*","5:30pm"
"630","9/26","Hebron Christian Lions","@East Jackson*","5:30pm"
"631","10/1","Hebron Christian Lions","vsFranklin County*","5:30pm"
"632","10/3","Hebron Christian Lions","vsPrince Avenue Christian*","5:30pm"
"633","10/7","Hebron Christian Lions","vsSeckinger","5:30pm"
"634","10/9","Hebron Christian Lions","vsWestminster","5:30pm"
"635","10/10","Hebron Christian Lions","@ELCA","6:30pm"
"636","8/7","Pataula Charter Academy Panthers","@SSCCA*","6:00pm"
"637","8/13","Pataula Charter Academy Panthers","vsCalhoun County*","6:00pm"
"638","8/14","Pataula Charter Academy Panthers","@Cairo","5:00pm"
"639","8/15","Pataula Charter Academy Panthers","vsSGSTEMC*","6:00pm"
"640","8/20","Pataula Charter Academy Panthers","vsEarly County*","6:00pm"
